"wave","include_random_effects","length","measure","pearson_cor_value","pearson_cor_df","pearson_cor_p","pearson_cor_95_conf_lower","pearson_cor_95_conf_upper"
1,TRUE,2,"perceptual_abilities",0.180066336454785,69,0.132930214260011,-0.0555719849679307,0.396704457295554
1,TRUE,3,"perceptual_abilities",0.124631421154518,69,0.300404224231229,-0.111926805961257,0.347821556205997
1,TRUE,4,"perceptual_abilities",0.204604402849408,69,0.0869733440035016,-0.0301379661695056,0.417956972862208
1,TRUE,5,"perceptual_abilities",0.174807079053832,69,0.144824410642987,-0.0609837646927196,0.392118968650309
1,TRUE,6,"perceptual_abilities",0.116579280795138,69,0.332952075953498,-0.119987930797085,0.340618736516828
1,TRUE,7,"perceptual_abilities",0.136386446023235,69,0.256742912775869,-0.10010249613457,0.358289596068678
1,TRUE,8,"perceptual_abilities",0.22591296233676,69,0.0581775679379627,-0.00780198583533345,0.43622488054659
1,TRUE,9,"perceptual_abilities",0.241156105369469,69,0.0427692739763219,0.00832050469001126,0.449187380593619
1,TRUE,10,"perceptual_abilities",0.21519634704517,69,0.071502829540417,-0.0190645436265052,0.427059104190162
1,TRUE,11,"perceptual_abilities",0.254988557298817,69,0.031869291988666,0.0230564461977929,0.460874941322608
1,TRUE,12,"perceptual_abilities",0.246078602315771,69,0.0385820858386066,0.0135529578782492,0.453354760485072
1,TRUE,13,"perceptual_abilities",0.276528797061089,69,0.0195729747370187,0.0462060559745847,0.47893400741141
1,TRUE,14,"perceptual_abilities",0.290527141243548,69,0.0139776021132878,0.0613840860122051,0.490578913180843
1,TRUE,15,"perceptual_abilities",0.304370929354291,69,0.00986013445954788,0.0764994910283971,0.502025400766297
1,TRUE,16,"perceptual_abilities",0.291625129923481,69,0.0136040333322157,0.0625791049159919,0.491489293056093
1,TRUE,17,"perceptual_abilities",0.306367513557503,69,0.00936361455401774,0.0786881474037178,0.503670546666335
1,TRUE,18,"perceptual_abilities",0.306446471508168,69,0.00934443562609137,0.0787747462790626,0.50373557705433
1,TRUE,19,"perceptual_abilities",0.324913165965435,69,0.00569910389446848,0.0991233221721505,0.51888372128855
1,TRUE,20,"perceptual_abilities",0.317117144819918,69,0.00704781590256641,0.0905097388415759,0.512503504895884
1,TRUE,21,"perceptual_abilities",0.317956439245584,69,0.00689026595148347,0.0914354237241751,0.513191416190107
1,TRUE,22,"perceptual_abilities",0.309189429317166,69,0.00869910210836793,0.0817852804052016,0.50599331138475
1,TRUE,23,"perceptual_abilities",0.319799999148709,69,0.00655501918014785,0.0934701206904935,0.514701573958829
1,TRUE,24,"perceptual_abilities",0.324645499161138,69,0.00574133445774099,0.0988270233788024,0.518665022060802
1,TRUE,25,"perceptual_abilities",0.326072761161359,69,0.00551929929999157,0.100407420466795,0.519830884305289
1,TRUE,1,"musical_training",0.128225483971128,69,0.286570224139658,-0.108318655118119,0.35102804413041
1,TRUE,2,"musical_training",0.108919350835002,69,0.365902986335941,-0.127627564450387,0.333742263053947
1,TRUE,3,"musical_training",0.140772552376795,69,0.241615709725136,-0.0956733590687547,0.362181253688034
1,TRUE,4,"musical_training",0.263736137556951,69,0.0262602569076046,0.0324277001662325,0.468229422302705
1,TRUE,5,"musical_training",0.267517600856033,69,0.0241075893084946,0.0364913991985981,0.471399919976681
1,TRUE,6,"musical_training",0.221674326198981,69,0.0631840585959438,-0.0122636526941502,0.432604841837058
1,TRUE,7,"musical_training",0.231141899644748,69,0.052450610449435,-0.00228505913947647,0.44068133387678
1,TRUE,8,"musical_training",0.316781136852685,69,0.00711177173771366,0.0901392545482607,0.512228032204925
1,TRUE,9,"musical_training",0.338772958101185,69,0.00385411198988338,0.114520587239338,0.530173380733218
1,TRUE,10,"musical_training",0.345338587470291,69,0.00318242641217354,0.121852348715167,0.535497907392972
1,TRUE,11,"musical_training",0.383761074669538,69,0.000954171974975954,0.165252911640506,0.56635720998933
1,TRUE,12,"musical_training",0.385919544822127,69,0.000887799359259725,0.167716403858597,0.568075743746924
1,TRUE,13,"musical_training",0.414652354782749,69,0.000324150750709567,0.200771216713976,0.590801942757892
1,TRUE,14,"musical_training",0.409226811585105,69,0.000394821095370954,0.194492038226925,0.586531913720432
1,TRUE,15,"musical_training",0.397220317467433,69,0.000603783876219324,0.18065877063178,0.577047351923052
1,TRUE,16,"musical_training",0.375357485085713,69,0.00125756920888037,0.155687679651163,0.559651268742872
1,TRUE,17,"musical_training",0.387953825799569,69,0.00082910592545673,0.170040654351803,0.56969394756877
1,TRUE,18,"musical_training",0.397734861466469,69,0.000593084146022477,0.181249849850167,0.577454814559768
1,TRUE,19,"musical_training",0.417062594014607,69,0.000296640558605445,0.203566323373688,0.592695696967979
1,TRUE,20,"musical_training",0.430580645746941,69,0.000178148488447556,0.219307702089693,0.603281127185482
