"p_id","id_bat_r1","session_id_bat_r1","time_start_bat_r1","time_finish_bat_r1","time_taken_sec_bat_r1","theta_bm_bat_r1","theta_ml_bat_r1","test_length_bat_r1","items_administered_bat_r1","response_vector_test_order_bat_r1","score_vector_test_order_bat_r1","time_vector_test_order_bat_r1","theta_vector_bat_r1","experiment_id_bat_r1","id_bat_r2","session_id_bat_r2","time_start_bat_r2","time_finish_bat_r2","time_taken_sec_bat_r2","theta_bm_bat_r2","theta_ml_bat_r2","test_length_bat_r2","items_administered_bat_r2","response_vector_test_order_bat_r2","score_vector_test_order_bat_r2","time_vector_test_order_bat_r2","theta_vector_bat_r2","experiment_id_bat_r2","age","gender","nationality","active_engagement","perceptual_abilities","musical_training","singing_abilities","emotions","general_sophistication","mpt_total_score","ability_vector_include_random_effects_FALSE_scoring_wl_bat_r1","sem_vector_include_random_effects_FALSE_scoring_wl_bat_r1","ability_vector_include_random_effects_TRUE_scoring_wl_bat_r1","sem_vector_include_random_effects_TRUE_scoring_wl_bat_r1","ability_vector_include_random_effects_FALSE_scoring_wl_bat_r2","sem_vector_include_random_effects_FALSE_scoring_wl_bat_r2","ability_vector_include_random_effects_TRUE_scoring_wl_bat_r2","sem_vector_include_random_effects_TRUE_scoring_wl_bat_r2","final_ability_include_random_effects_FALSE_scoring_wl_bat_both_waves","final_ability_include_random_effects_TRUE_scoring_wl_bat_both_waves"
"gold_001",6,173,"2016-11-09 12:22:10","2016-11-09 12:29:06",415.839,-0.958944,-1.47526,25,"24, 4665, 9714, 5448, 6531, 4139, 1348, 1041, 9311, 3075, 7469, 3685, 472, 6058, 8844, 5922, 8717, 8313, 1910, 3506, 7901, 7112, 4862, 2317, 2456","2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1","1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0","14.303, 13.93, 12.846, 14.843, 14.804, 14.859, 14.074, 13.576, 13.256, 14.985, 14.14, 13.302, 14.97, 13.01, 14.105, 12.804, 14.583, 14.289, 14.913, 13.786, 14.164, 13.926, 13.904, 15.156, 15.337","0, 0.0828540226497934, 0.25678495065556, 0.422544991601492, 0.578612641044461, 0.726608808296031, 0.86632302477145, 0.523464892674786, 0.208406594387642, -0.0854834375094766, 0.0149642285644847, -0.252919823905254, -0.512380449072355, -0.764190332138008, -1.00845783688365, -0.925099131680236, -0.846412601992222, -0.772119699984772, -0.701696521533865, -0.634711753722354, -0.570775688875262, -0.74836891984893, -0.688104137345275, -0.85601718516701, -0.798812873936997, -0.958944252293622","Gold-Tuning-BAT-1",34,280,"2016-11-23 11:55:52","2016-11-23 12:02:45",413.411,-1.11095,-1.50157,25,"24, 1513, 4438, 8821, 3544, 1631, 2733, 2041, 2845, 9634, 838, 8743, 7540, 5633, 4037, 9529, 7926, 6848, 3919, 5254, 714, 6721, 5129, 6328, 8046","1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1","0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0","13.042, 14.716, 14.93, 13.944, 14.196, 13.963, 15.288, 14.491, 15.025, 13.204, 12.984, 13.738, 13.05, 12.955, 14.879, 13.456, 13.262, 13.942, 13.559, 14.472, 14.791, 13.765, 13.374, 12.654, 14.569","0, -0.777047502715652, -1.13126891613213, -1.42219469203391, -1.32554469456285, -1.23239925016642, -1.14204289443565, -1.05485163963403, -0.970062589289364, -1.19447355670707, -1.11972814134304, -1.32120078144155, -1.25369082341236, -1.18859741124834, -1.12570487623708, -1.06471732545863, -1.00581728747684, -0.94844384443971, -0.892455580631896, -0.838027413140589, -0.784706237523129, -0.932667339128611, -1.07469452814334, -1.02698099507005, -0.980754146587244, -1.11094978752609","Gold-Tuning-BAT-1",18,"Female","British",34,43,16,18,24,51,19,"-0.875671425986233, 0.442314220730318, 1.01796785739158, 1.37980191484214, 1.67731057831082, 1.93146294503804, 1.0040110401428, 0.431584166540722, -0.079128507049365, 0.0732439935322522, -0.376205824693593, -0.853266198747725, -1.34189177736615, -1.79784277918551, -1.57207855203361, -1.37666449439756, -1.20984276110662, -1.06618099374829, -0.940518382003855, -0.828833474088187, -1.07785752679733, -0.971948567318018, -1.2084283433132, -1.10631030365994, -1.33442417955522","2.86031903156222, 2.33078843675419, 1.95284948294423, 1.75729047337646, 1.64518472818617, 1.57295929386513, 1.15709676420871, 1.10707436204162, 1.17416381495403, 1.04413162748816, 1.14121242433479, 1.32482214479761, 1.60378288045582, 1.96210961295311, 1.52701378988326, 1.26537995479059, 1.09560391700149, 0.978073782847909, 0.892268790029477, 0.826915718403536, 0.878346977412133, 0.813239718438669, 0.870055951607716, 0.804313980011053, 0.866308327738856","0.489003080321817, 0.454860653346226, 1.21638974596189, 1.51794656259671, 1.56008149062758, 2.25471517034339, 1.11940318202734, 0.74949911268141, 0.030669661305262, 0.143065980655744, -0.299661666295352, -0.987599527677876, -1.1702695050465, -1.45907630804431, -1.29116312054499, -1.27568599868177, -1.10513479127027, -1.02113730442456, -0.894195536982399, -0.786098912144, -0.971924388493685, -0.889866221439731, -0.987544748702126, -0.894059745799798, -1.14514787249582","2.86031727295573, 2.20381866973799, 1.95974661483178, 1.75704102030445, 1.67639138230964, 1.73941097594818, 1.2612885269935, 1.20473996673597, 1.21103750662791, 1.0998936570261, 1.12112921116105, 1.29112905709035, 1.37517569869705, 1.53897274052434, 1.26790487180972, 1.18217661090228, 1.06279797700647, 0.971764359731762, 0.913498293925226, 0.847899653448735, 0.872075746306255, 0.815685846364768, 0.830139796629186, 0.780766262563884, 0.81434595558993","-2.31277376957178, -2.53454011461167, -2.80817990807412, -2.58795262297463, -2.35193558667614, -2.12268818471139, -1.90963374330427, -1.71657172506238, -2.00464304580436, -1.83017581110689, -2.11074293863287, -1.94854493546144, -1.805146699216, -1.67719340363074, -1.56167630157423, -1.45615196221795, -1.35876404573129, -1.26804102574193, -1.18279646161066, -1.10211129984737, -1.27281995858022, -1.44469107242205, -1.36737579617478, -1.29522085170438, -1.45329423044081","4.42879724410189, 4.38781323212869, 4.5173890320225, 3.04756662738115, 2.24266696641518, 1.7629331139395, 1.45560263357164, 1.25284438187946, 1.38552290390958, 1.19385452907619, 1.3382186051097, 1.15392489826047, 1.02530464303639, 0.931362385797033, 0.860276592511928, 0.804223583679635, 0.759481975675724, 0.722954042820004, 0.692300321929314, 0.666499540152274, 0.678888020856304, 0.701634037064334, 0.668587940417015, 0.640674538905794, 0.661890920315555","-0.948082248286645, -1.56255173522794, -3.61114931094081, -3.36097919282378, -3.01897050445462, -2.87736813014222, -2.49086567375917, -2.0836533442511, -2.80490589196744, -2.60224764929905, -2.65994686750607, -2.38287687173703, -2.05517466867571, -1.99209340537237, -1.88976297243659, -1.63591904394982, -1.45789377967981, -1.31289245201529, -1.19757609248211, -1.07179915791298, -1.19993110617113, -1.89060612457946, -1.7801748701455, -1.61908309959542, -2.35445327266772","4.42879758496573, 4.33103527357228, 4.6075083172623, 3.56088145282629, 2.60994340469482, 2.38917556506448, 1.87342344963411, 1.51304896593239, 1.96041825034318, 1.72355402520744, 1.77753821772563, 1.49795504752633, 1.2359977455421, 1.12835860193063, 1.08777797539356, 0.965976345167868, 0.902482877333922, 0.833718168226447, 0.783956760528792, 0.747547919397963, 0.75586008230936, 0.873750600750603, 0.840023332376439, 0.790422224424263, 0.978022864356967",-1.39385920499801,-1.74980057258177
"gold_002",7,175,"2016-11-09 14:27:47","2016-11-09 14:34:48",420.594,-1.40774,-2.17005,25,"24, 7113, 2306, 5498, 6453, 3260, 5666, 872, 4713, 3661, 721, 9517, 1657, 4845, 8050, 7639, 7527, 6323, 1534, 2439, 9140, 4022, 8746, 9954, 3152","1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2","0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1","13.08, 14.697, 14.521, 15.33, 14.24, 14.174, 13.313, 13.065, 13.842, 13.28, 15.063, 13.251, 14.008, 13.581, 14.691, 13.66, 12.9, 12.743, 15.627, 15.838, 13.388, 15.745, 13.209, 14.048, 15.7","0, -0.777047502715652, -0.632304308203515, -0.49199336913344, -0.834139847624439, -0.722062539428633, -0.614589495811443, -0.511322204904278, -0.776483847160835, -0.687770537988118, -0.923151507833153, -0.843945579643028, -0.76845600699205, -0.972463892641043, -0.903067829206696, -1.0935529400494, -1.02871396657722, -0.967107206772065, -1.13910345272586, -1.08090421077812, -1.2443857354242, -1.40975475596992, -1.35374483298323, -1.51305472639893, -1.45904225163105, -1.40774340100557","Gold-Tuning-BAT-1",36,283,"2016-11-23 14:00:52","2016-11-23 14:07:51",418.455,-1.53174,-2.23606,25,"23, 9913, 3505, 7097, 7654, 5237, 5148, 4428, 2755, 5620, 1224, 2028, 8031, 9536, 8731, 1642, 7245, 2835, 6039, 6740, 434, 4025, 8817, 1150, 3958","2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2","0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1","12.981, 13.339, 14.987, 14.434, 15.545, 14.6, 13.668, 14.199, 15.192, 12.932, 14.248, 15.691, 15.02, 12.953, 13.903, 14.303, 13.484, 14.91, 12.725, 14.947, 14.545, 14.851, 13.619, 13.539, 13.639","0, -0.777047502715652, -0.632304308203515, -0.49199336913344, -0.834139847624439, -1.12735504959382, -1.38938938632196, -1.30184970822471, -1.53420347531292, -1.456459068346, -1.3814207007562, -1.3093484139378, -1.23997512561814, -1.17304697652681, -1.1087830142058, -1.04651807259594, -0.986063735185829, -1.15134935507494, -1.09548257856324, -1.24987819735438, -1.19754793479347, -1.34405107578368, -1.48878140880618, -1.43937844927772, -1.57915042097287, -1.53173605955565","Gold-Tuning-BAT-1",19,"Female","French",29,39,8,26,28,54,24,"-2.31277376957178, -1.93952091074406, -1.5330148535322, -1.91985913210081, -1.60301515543719, -1.31620569897709, -1.06726666294163, -1.44313250465333, -1.23364736581722, -1.58457507068691, -1.3976174860537, -1.23727209677888, -1.53490444032503, -1.38506846624609, -1.67419851689826, -1.53024807357721, -1.40521894516713, -1.65961662765672, -1.53754118631585, -1.78773829497205, -2.06950039163368, -1.92878267385806, -2.20845343197252, -2.0666069809446, -1.94439787029763","4.42879724410189, 2.94081064134412, 2.11363911077884, 2.39020297637972, 1.78659093096073, 1.43833552905013, 1.22743641544378, 1.35897754411817, 1.16154926428841, 1.31204684995446, 1.12363656800084, 0.997703286000278, 1.10409983197046, 0.978825774818954, 1.09746627548525, 0.97054939139483, 0.879454595272685, 0.96972879879269, 0.87572477006246, 0.974536829210239, 1.12883315975132, 0.984865795660879, 1.14795840880608, 0.997551527977844, 0.891144492485663","-0.948082248286645, -1.22402732651376, -0.763451409935381, -1.32622060972153, -1.37702383403652, -1.08980486985179, -1.05048592410187, -1.14052592840008, -1.05338137594328, -1.61534926133166, -1.48337119490721, -1.29364352816164, -1.45020348155071, -1.34627805431308, -1.95490145949439, -1.81401743178004, -1.64158860186639, -1.82417734396074, -1.68523258845688, -1.97346349008752, -2.27126503348444, -2.21643505164323, -2.37967138647847, -2.25154025157072, -2.1185084788189","4.42879758496573, 2.55118621724737, 1.85820669718963, 1.92209089886092, 1.67633234052589, 1.39028023826762, 1.28039210754757, 1.28790865348896, 1.17534933038743, 1.16408700139464, 1.12065261545548, 1.03046869938037, 1.04389166498014, 1.01116488380445, 1.09835702066197, 1.03786584587112, 0.961309539875929, 0.996923109945648, 0.936854717098169, 0.999436042008353, 1.0882125887233, 1.05929894264236, 1.12438502690768, 1.03856065168884, 0.927965456222817","-2.31277376957178, -1.93952091074406, -1.5330148535322, -1.91985913210081, -2.28282546243301, -2.62812858146013, -2.40121246667747, -2.73300390708387, -2.51989454317969, -2.31448693972811, -2.12709648348117, -1.9598185364392, -1.81095763934238, -1.67744043700452, -1.55693405700573, -1.44691810785101, -1.65416537940899, -1.55054645928689, -1.75174226983311, -1.65247072581298, -1.85047144173175, -2.06261165814074, -1.95629883941881, -2.16887476438898, -2.06275855774563","4.42879724410189, 2.94081064134412, 2.11363911077884, 2.39020297637972, 2.77530158233022, 3.23507087870962, 2.3151079482445, 2.73778366240503, 2.04748023744508, 1.62783497510307, 1.35558684687751, 1.17142443141914, 1.04144600566695, 0.944940632282864, 0.871908615749925, 0.814842756545333, 0.856134284128021, 0.798093410388936, 0.845882668315898, 0.786667330608296, 0.840407259767005, 0.918484801295996, 0.838272159608413, 0.922982447164353, 0.839527131580959","-0.948082248286645, -0.6947260433859, -0.583211975672613, -1.5622446377331, -1.84210997991404, -2.32713239668334, -2.1729377633632, -3.80233626174026, -3.59657149070948, -3.54911731628764, -3.45565867937706, -3.25683228140034, -2.74181934465424, -2.38480616146581, -2.1412711942086, -1.95579676288588, -2.28451109796681, -2.00412347405336, -2.19440593948102, -2.09012026595432, -2.19306550417966, -2.25820994035252, -2.07510222398287, -2.13324787992427, -2.01534861704233","4.42879758496573, 2.4840547181148, 1.82549744503035, 2.16743974960017, 2.40708651834847, 2.91222369508693, 2.49021440263016, 4.24903442730198, 3.47416106029645, 2.22532160851527, 2.13528843985932, 1.95526619707945, 1.48244244009233, 1.27692074618738, 1.16086803988587, 1.08170315184162, 1.18930952005697, 1.01503478489051, 1.07385169523272, 0.976413489137028, 1.0033324421304, 1.02234247670303, 0.926285787234815, 0.941857136206216, 0.864328156591203",-2.00357821402163,-2.06692854793061
"gold_003",8,176,"2016-11-09 15:27:03","2016-11-09 15:34:02",419.329,-0.0821623,-0.110493,25,"24, 4713, 3506, 2298, 1679, 1288, 4870, 2476, 4309, 6866, 6300, 1096, 9280, 467, 6471, 7276, 8692, 5487, 2886, 9690, 3878, 5683, 8283, 7690, 9078","1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2","0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1","12.666, 14.417, 14.193, 15.327, 13.771, 15.841, 13.205, 15.814, 16.152, 13.998, 14.471, 13.266, 13.237, 14.305, 13.873, 13.079, 13.26, 15.031, 14.935, 16.277, 14.093, 12.693, 14.695, 13.066, 14.245","0, -0.777047502715652, -0.632304308203515, -0.49199336913344, -0.356522969765761, -0.226148164892645, -0.546324867948827, -0.439271210930326, -0.713562111591485, -0.62121797877526, -0.533047390557483, -0.44903561288681, -0.368808279977543, -0.583470503370999, -0.510596749530074, -0.440793940795556, -0.373665388503322, -0.309338785104117, -0.247069393804902, -0.186647298766578, -0.127787608471541, -0.290679980202396, -0.236213801767528, -0.183527542067833, -0.132129899896537, -0.0821622974702882","Gold-Tuning-BAT-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"Female","british pakistani",33,40,12,23,24,60,25,"-2.31277376957178, -1.93952091074406, -1.5330148535322, -1.12002626102798, -0.746867996979352, -1.22031568797198, -0.943300236837318, -1.36582399139913, -1.13729438805555, -0.946065750045666, -0.782246557482147, -0.638491081828975, -0.931003205693603, -0.800425366502474, -0.68389916078811, -0.577976799486457, -0.480834896710588, -0.390186857895662, -0.304806805242059, -0.223599206794598, -0.421846843444432, -0.347197351727881, -0.276607945891452, -0.209041192081513, -0.144391161997754","4.42879724410189, 2.94081064134412, 2.11363911077884, 1.63777914808254, 1.36927206700092, 1.48776563311058, 1.24869593424855, 1.40451372102487, 1.18415487775862, 1.04472021135842, 0.949066655389375, 0.879692879082497, 0.921848099056243, 0.851049288701909, 0.797348969366354, 0.755218769273009, 0.721033042889596, 0.692968461687873, 0.669506675503188, 0.649644230668689, 0.650035871812182, 0.628896348822326, 0.610637385756321, 0.594825434393186, 0.580900807572344","-0.948082248286645, -1.7455327439121, -1.06746680509694, -0.61178596764029, -0.255450898334843, -0.683329879627524, -0.440561763760054, -1.07056190602013, -0.88274701964315, -0.734189540591266, -0.531925819634102, -0.397845433219704, -0.881411540741456, -0.725833117562917, -0.6836070070796, -0.522690704255752, -0.378588875087242, -0.256954011442138, -0.178254807026412, -0.069519166856173, -0.461636759131317, -0.430623843780091, -0.362326458118676, -0.267033496079457, -0.180494313451715","4.42879758496573, 2.70719351972406, 1.9625459035759, 1.61001034670968, 1.44415188397168, 1.44453842449871, 1.31432605129116, 1.43170204240257, 1.31512909601903, 1.14891291341771, 1.0429273989756, 0.998828787557464, 1.07276992078853, 1.00088762547268, 0.951372026832159, 0.880283235692628, 0.827070419614914, 0.779713319491864, 0.744283560949678, 0.717034045368335, 0.739557651971263, 0.720603512998993, 0.691878531911907, 0.671018535776566, 0.647435372366853",NA,NA,NA,NA,NA,NA
"gold_004",9,177,"2016-11-09 16:21:08","2016-11-09 16:28:03",414.337,0.0452093,0.0621554,25,"24, 9866, 8513, 3848, 2932, 3339, 6547, 4616, 1833, 4919, 4104, 8910, 7856, 1069, 2105, 1309, 7314, 2668, 5863, 5296, 6100, 6889, 8278, 496, 9299","2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1","1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1","12.816, 12.793, 13.167, 13.288, 14.903, 13.825, 13.99, 13.932, 13.777, 13.281, 14.819, 13.94, 18.505, 13.261, 15.943, 16.526, 13.149, 15.631, 12.728, 14.576, 13.219, 14.461, 14.446, 14.637, 13.637","0, 0.0828540226497934, 0.25678495065556, 0.422544991601492, 0.578612641044461, 0.726608808296031, 0.86632302477145, 0.998767299094479, 0.667030854994104, 0.363527523069655, 0.0756645451028661, 0.174194626921406, 0.266223339819283, 0.019015151699925, 0.10321198752015, 0.182474155550843, 0.257079266001468, 0.0524381643295792, 0.122265059856107, -0.0722160839934872, -0.00569315703717464, -0.190212398488544, -0.126263635821075, -0.0662532139789212, -0.0092524031355558, 0.0452092723260075","Gold-Tuning-BAT-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Female","British",28,36,11,23,27,53,NA,"-0.875671425986233, 0.442314220730318, 1.01796785739158, 1.37980191484214, 1.67731057831082, 1.93146294503804, 2.15836284759484, 1.22951518665776, 0.683209150883019, 0.210047046428963, 0.338598168871871, 0.454028122944672, 0.0864431430457888, 0.195896145139702, 0.295584580871747, 0.386659506562624, 0.10943975375178, 0.19575121678677, -0.0644599377635937, 0.0201957917200005, -0.226967729151704, -0.142621472199482, -0.0662888878202377, 0.0043422471797276, 0.0704812615274185","2.86031903156222, 2.33078843675419, 1.95284948294423, 1.75729047337646, 1.64518472818617, 1.57295929386513, 1.52330509347725, 1.09384399136813, 1.02251606689384, 1.05278177819625, 0.960343015012407, 0.892865072089206, 0.92671600075156, 0.858608095806385, 0.806494591401603, 0.765207677627336, 0.784301649988473, 0.74213320166399, 0.772425290082415, 0.728784898178511, 0.767426597245323, 0.721855422248806, 0.685055844115031, 0.654669082139222, 0.629102920792822","0.489003080321817, 1.087156161427, 1.49383365914111, 1.59502210759669, 1.72364531340454, 1.9027672373349, 1.95673825116648, 0.853739447623829, 0.523424818972628, 0.311086893050633, 0.443382302760122, 0.542893587073905, 0.252614193760991, 0.359894337713196, 0.454923963521898, 0.55693723633565, 0.268963299246775, 0.347577385120979, -0.181687735397169, -0.0634488136605352, -0.291957051200116, -0.209613994927505, -0.147956288270647, -0.0590518715411136, 0.0226201411419841","2.86031727295573, 2.12371004836323, 1.84036865087327, 1.69874505793862, 1.60211096456005, 1.53665322894579, 1.49868012509206, 1.04453486815566, 0.992426004202201, 0.988611084515656, 0.943552413676212, 0.885940439437497, 0.890684764824318, 0.854878535190486, 0.806789317877736, 0.769696887289239, 0.781663539456422, 0.7423653744968, 0.833820897330397, 0.774365136920063, 0.81779291606999, 0.764454225598018, 0.726535899941693, 0.699204707834365, 0.666861532869137",NA,NA,NA,NA,NA,NA
"gold_005",10,185,"2016-11-11 11:23:45","2016-11-11 11:31:06",441.783,-1.33826,-2.12478,25,"24, 6714, 9905, 3897, 5279, 1662, 7268, 8074, 2711, 463, 4302, 6856, 4860, 3521, 9518, 1256, 2846, 2049, 4440, 830, 8737, 5933, 6039, 9127, 7633","1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2","0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0","13.649, 17.232, 13.146, 13.977, 14.68, 14.516, 13.456, 14.819, 15.325, 14.872, 14.893, 15.846, 13.674, 14.636, 13.984, 14.659, 14.939, 16.832, 13.72, 16.609, 13.292, 13.394, 13.011, 13.917, 13.239","0, -0.777047502715652, -0.632304308203515, -0.49199336913344, -0.356522969765761, -0.689064523060385, -0.579250043313757, -0.474249868640955, -0.743939285542464, -0.653492443179042, -0.566890298658413, -0.797960172531978, -0.720195997225081, -0.930836187960279, -0.859538547215386, -0.791554200639248, -0.978913007396889, -0.915286201843924, -1.09048349134494, -1.26582697410633, -1.20564059011245, -1.14863820453325, -1.09406999674933, -1.04168304543968, -1.18932508012679, -1.33826080964841","Gold-Tuning-BAT-1",47,308,"2016-11-30 12:27:34","2016-11-30 12:34:54",439.695,-1.53379,-2.24976,25,"24, 7113, 1106, 3898, 5254, 3259, 4443, 9249, 8715, 7260, 5124, 8335, 5931, 1228, 1954, 6750, 2010, 2414, 4354, 7620, 3148, 9626, 6018, 409, 9157","1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1","0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1","13.562, 14.513, 13.319, 14.634, 14.61, 16.509, 14.379, 13.206, 13.04, 13.088, 13.922, 14.593, 13.717, 14.714, 13.781, 14.901, 14.998, 16.364, 15.481, 12.893, 15.16, 13.102, 13.186, 14.608, 13.657","0, -0.777047502715652, -0.632304308203515, -0.49199336913344, -0.834139847624439, -0.722062539428633, -1.00684444658107, -0.912001386153092, -0.820956519922494, -0.733924714902563, -0.963170563182039, -1.18249410250046, -1.10874641580872, -1.31072913213713, -1.50594465330559, -1.43931420336195, -1.62384427454183, -1.56119277157634, -1.50125812376624, -1.44416824259944, -1.38930976858642, -1.33676352153001, -1.48494318171308, -1.63223294738612, -1.58195757150454, -1.53378786970439","Gold-Tuning-BAT-1",18,"Male","Norwegian",34,34,9,24,35,55,19,"-2.31277376957178, -1.93952091074406, -1.5330148535322, -1.12002626102798, -1.57228815277822, -1.26394325468223, -1.00212476295517, -1.40131262362726, -1.18289705979732, -0.997725905111073, -1.3358118785655, -1.16842657467732, -1.48723640079118, -1.3301689217602, -1.19476849734349, -1.47000856256112, -1.33953746509478, -1.60477165355293, -1.89977400346325, -1.7520781443375, -1.62547977869327, -1.51515482976343, -1.41732403902739, -1.62906438735969, -1.86213778306832","4.42879724410189, 2.94081064134412, 2.11363911077884, 1.63777914808254, 1.84553298415477, 1.46212100385323, 1.2372816122686, 1.38145579810515, 1.17248023377544, 1.03810552470947, 1.14220527018038, 1.00846422471921, 1.1281405056964, 0.992930325772152, 0.898445383536789, 0.988210831060838, 0.890915433049471, 0.989838275868205, 1.14700108269775, 0.996921402915491, 0.891958343288068, 0.815447014074761, 0.75717789526594, 0.81903054093492, 0.9109959937164","-0.948082248286645, -2.00529229975176, -1.11625693492959, -0.666353368377728, -1.27504610032074, -0.958806479878809, -0.676432515429586, -1.69756595490451, -1.37611333769447, -1.19563251699269, -1.34024541516438, -1.15654067128306, -1.30273884423699, -1.141527298759, -0.996468119415706, -1.20758090478867, -1.11654607394932, -1.39080029909778, -2.14871411962523, -2.08768475176151, -1.90154621385516, -1.83487848387412, -1.68819061115107, -2.02271215698577, -2.19122919354919","4.42879758496573, 2.76081432834113, 2.29937644080807, 1.69460822925847, 1.71839710100342, 1.49891088914178, 1.27833810384775, 1.55526927035081, 1.29806747054962, 1.20525128979412, 1.25417797914693, 1.09060038831294, 1.12688021529082, 1.00621027074585, 0.921872470653432, 0.951108535553569, 0.881325353628032, 0.91958737787122, 1.1662186154614, 1.13308817222059, 1.02539646209861, 0.95218568666917, 0.892923420829825, 0.975323459723354, 1.03224057404647","-2.31277376957178, -1.93952091074406, -1.5330148535322, -1.91985913210081, -1.60301515543719, -1.99507882962755, -1.73647967882245, -1.50655744079726, -1.30648527796028, -1.633155045018, -1.98001660005478, -1.789330647306, -2.12006916123235, -2.46301133105708, -2.26883809038966, -2.59787073870273, -2.41078381840847, -2.24479184521146, -2.09965197466865, -1.97269533053606, -1.86037684023753, -2.0775226851973, -2.3126354888334, -2.18941721179431, -2.08088931317664","4.42879724410189, 2.94081064134412, 2.11363911077884, 2.39020297637972, 1.78659093096073, 2.09381364407347, 1.61645893613467, 1.33188970722428, 1.14967044167437, 1.28272314462498, 1.5053647884412, 1.24966000387566, 1.4748009428385, 1.8035674685797, 1.44162320529188, 1.75390628384058, 1.41555134290317, 1.19485396243316, 1.04273280031867, 0.934359040135977, 0.853168561266287, 0.931959209439432, 1.04533252421276, 0.932333128818421, 0.848172404106891","-0.948082248286645, -1.22402732651376, -0.931070984716776, -1.88234461300482, -1.55863962673856, -2.07606436536026, -2.04931208864742, -1.77233315310252, -1.56994543474399, -1.84110355108918, -1.96081498252942, -1.82587116394189, -2.99669411117746, -3.12201533217595, -2.9878822668057, -4, -3.89565470963638, -3.72838761561285, -3.69168027031539, -3.59629090298129, -3.23102260668942, -3.36572733635748, -3.49391055873217, -3.41386320869307, -3.11321591618456","4.42879758496573, 2.55118621724737, 2.29420451840306, 2.49311333739579, 1.87896777424992, 2.17976767987885, 1.71404353244616, 1.43526029906417, 1.29516101626353, 1.38828728691455, 1.4511115457548, 1.23171218666367, 1.77892204229752, 1.88542827851986, 1.74036048887921, 2.61827903350803, 2.39959692599796, 2.10904886696389, 2.05819517156645, 1.93132181953713, 1.50208274068818, 1.61197268548762, 1.73115998806479, 1.64644700945323, 1.35601822680193",-1.97151354812248,-2.65222255486688
